Front,Back,Tags
"国<br><span style=""font-size:0.55em;color:#666"">guó</span>",country<br><br>中国很大。<br>Zhōngguó hěn dà.<br>China is very big.,type::noun lesson::lesson5 frequency::high topic::geography hsk::1
"泰国<br><span style=""font-size:0.55em;color:#666"">Tàiguó</span>",Thailand<br><br>泰国有很多水果。<br>Tàiguó yǒu hěn duō shuǐguǒ.<br>Thailand has a lot of fruit.,type::noun lesson::lesson5 frequency::high topic::countries hsk::1
"泰国人<br><span style=""font-size:0.55em;color:#666"">Tàiguórén</span>",Thai; Thailander<br><br>她是泰国人。<br>Tā shì Tàiguórén.<br>She is Thai.,type::noun lesson::lesson5 frequency::high topic::nationality hsk::1
"久<br><span style=""font-size:0.55em;color:#666"">jiǔ</span>",for a long time; long<br><br>好久不见。<br>Hǎo jiǔ bú jiàn.<br>Long time no see.,type::adjective lesson::lesson5 frequency::high topic::time hsk::2
"现在<br><span style=""font-size:0.55em;color:#666"">xiànzài</span>",the time being; the moment<br><br>现在几点了？<br>Xiànzài jǐ diǎn le?<br>What time is it now?,type::noun lesson::lesson5 frequency::high topic::time hsk::1
"在<br><span style=""font-size:0.55em;color:#666"">zài</span>",be at/in/on (a place); at/in (a place or time)<br><br>我在家里。<br>Wǒ zài jiā lǐ.<br>I am at home.,type::verb type::preposition lesson::lesson5 frequency::high topic::location hsk::1
"哪儿<br><span style=""font-size:0.55em;color:#666"">nǎr</span>",where<br><br>你去哪儿？<br>Nǐ qù nǎr?<br>Where are you going?,type::pronoun lesson::lesson5 frequency::high topic::questions hsk::1 grammar::question_word
"武汉<br><span style=""font-size:0.55em;color:#666"">Wǔhàn</span>",Wuhan<br><br>武汉大学很有名。<br>Wǔhàn Dàxué hěn yǒumíng.<br>Wuhan University is very famous.,type::noun lesson::lesson5 frequency::high topic::cities hsk::2
"大家<br><span style=""font-size:0.55em;color:#666"">dàjiā</span>",everybody<br><br>大家好！<br>Dàjiā hǎo!<br>Hello everyone!,type::pronoun lesson::lesson5 frequency::high topic::greetings hsk::1
"介绍<br><span style=""font-size:0.55em;color:#666"">jièshào</span>",introduce<br><br>我来介绍一下我的朋友。<br>Wǒ lái jièshào yīxià wǒ de péngyou.<br>Let me introduce my friend.,type::verb lesson::lesson5 frequency::high topic::social hsk::2
"一下<br><span style=""font-size:0.55em;color:#666"">yíxià</span>","[used after a verb as its complement, indicating an act or an attempt]<br><br>你看一下。<br>Nǐ kàn yíxià.<br>Take a look.",type::complement lesson::lesson5 frequency::high topic::grammar hsk::2 grammar::verb+一下
"自己<br><span style=""font-size:0.55em;color:#666"">zìjǐ</span>",oneself<br><br>我自己去。<br>Wǒ zìjǐ qù.<br>I'll go myself.,type::pronoun lesson::lesson5 frequency::high topic::self hsk::2
"家<br><span style=""font-size:0.55em;color:#666"">jiā</span>",family<br><br>你家有几口人？<br>Nǐ jiā yǒu jǐ kǒu rén?<br>How many people are in your family?,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"有<br><span style=""font-size:0.55em;color:#666"">yǒu</span>",exist; there be<br><br>我家有六口人。<br>Wǒ jiā yǒu liù kǒu rén.<br>My family has six people.,type::verb lesson::lesson6 frequency::high topic::possession hsk::1
"口<br><span style=""font-size:0.55em;color:#666"">kǒu</span>",[used for family members]<br><br>你家有几口人？<br>Nǐ jiā yǒu jǐ kǒu rén?<br>How many people are in your family?,type::measure lesson::lesson6 frequency::high topic::family hsk::1
"爷爷<br><span style=""font-size:0.55em;color:#666"">yéye</span>",paternal grandfather<br><br>我爷爷七十岁了。<br>Wǒ yéye qīshí suì le.<br>My grandfather is 70 years old.,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"奶奶<br><span style=""font-size:0.55em;color:#666"">nǎinai</span>",paternal grandmother<br><br>奶奶做的饭很好吃。<br>Nǎinai zuò de fàn hěn hǎochī.<br>The food grandma makes is delicious.,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"爸爸<br><span style=""font-size:0.55em;color:#666"">bàba</span>",father<br><br>我爸爸是医生。<br>Wǒ bàba shì yīshēng.<br>My dad is a doctor.,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"妈妈<br><span style=""font-size:0.55em;color:#666"">māma</span>",mother<br><br>我妈妈是老师。<br>Wǒ māma shì lǎoshī.<br>My mom is a teacher.,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"弟弟<br><span style=""font-size:0.55em;color:#666"">dìdi</span>",younger brother<br><br>我有一个弟弟。<br>Wǒ yǒu yí ge dìdi.<br>I have a younger brother.,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"和<br><span style=""font-size:0.55em;color:#666"">hé</span>",and<br><br>我爱爸爸和妈妈。<br>Wǒ ài bàba hé māma.<br>I love dad and mom.,type::conjunction lesson::lesson6 frequency::high topic::grammar hsk::1
"哥哥<br><span style=""font-size:0.55em;color:#666"">gēge</span>",elder brother<br><br>你有哥哥吗？<br>Nǐ yǒu gēge ma?<br>Do you have an older brother?,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"姐姐<br><span style=""font-size:0.55em;color:#666"">jiějie</span>",elder sister<br><br>我姐姐是大学生。<br>Wǒ jiějie shì dàxuéshēng.<br>My older sister is a college student.,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"没有<br><span style=""font-size:0.55em;color:#666"">méiyǒu</span>",not have<br><br>我没有哥哥。<br>Wǒ méiyǒu gēge.<br>I don't have an older brother.,type::verb lesson::lesson6 frequency::high topic::possession hsk::1
"也<br><span style=""font-size:0.55em;color:#666"">yě</span>",also; too<br><br>我也没有姐姐。<br>Wǒ yě méiyǒu jiějie.<br>I don't have an older sister either.,type::adverb lesson::lesson6 frequency::high topic::grammar hsk::1
"妹妹<br><span style=""font-size:0.55em;color:#666"">mèimei</span>",younger sister<br><br>你有没有妹妹？<br>Nǐ yǒu méiyǒu mèimei?<br>Do you have a younger sister?,type::noun lesson::lesson6 frequency::high topic::family hsk::1
"个<br><span style=""font-size:0.55em;color:#666"">gè</span>",[used before a noun which does not have a fixed measure word of its own]<br><br>我有一个弟弟。<br>Wǒ yǒu yí ge dìdi.<br>I have a younger brother.,type::measure lesson::lesson6 frequency::high topic::grammar hsk::1
"猫<br><span style=""font-size:0.55em;color:#666"">māo</span>",cat<br><br>我家有一只猫。<br>Wǒ jiā yǒu yī zhī māo.<br>My family has a cat.,type::noun lesson::lesson6 frequency::high topic::animals hsk::1
"只<br><span style=""font-size:0.55em;color:#666"">zhī</span>",[measure word for certain animals]<br><br>我家有一只猫。<br>Wǒ jiā yǒu yī zhī māo.<br>My family has a cat.,type::measure lesson::lesson6 frequency::high topic::grammar hsk::1
"还<br><span style=""font-size:0.55em;color:#666"">hái</span>",also; too<br><br>我还有一只狗。<br>Wǒ hái yǒu yī zhī gǒu.<br>I also have a dog.,type::adverb lesson::lesson6 frequency::high topic::grammar hsk::1
"条<br><span style=""font-size:0.55em;color:#666"">tiáo</span>","[for sth long, narrow or thin]<br><br>我家有一条狗。<br>Wǒ jiā yǒu yī tiáo gǒu.<br>My family has a dog.",type::measure lesson::lesson6 frequency::high topic::grammar hsk::1
"狗<br><span style=""font-size:0.55em;color:#666"">gǒu</span>",dog<br><br>我有一条狗。<br>Wǒ yǒu yī tiáo gǒu.<br>I have a dog.,type::noun lesson::lesson6 frequency::high topic::animals hsk::1
"中学生<br><span style=""font-size:0.55em;color:#666"">zhōngxuéshēng</span>",secondary school student<br><br>我弟弟是中学生。<br>Wǒ dìdi shì zhōngxuéshēng.<br>My younger brother is a secondary school student.,"type::noun lesson::lesson6 frequency::medium topic::school,people hsk::2"
"留学<br><span style=""font-size:0.55em;color:#666"">liúxué</span>",study abroad<br><br>我来中国留学。<br>Wǒ lái Zhōngguó liúxué.<br>I came to China to study abroad.,type::verb lesson::lesson6 frequency::high topic::school hsk::2
"大学生<br><span style=""font-size:0.55em;color:#666"">dàxuéshēng</span>",college student<br><br>我姐姐是大学生。<br>Wǒ jiějie shì dàxuéshēng.<br>My older sister is a college student.,"type::noun lesson::lesson6 frequency::high topic::school,people hsk::1"
"都<br><span style=""font-size:0.55em;color:#666"">dōu</span>",all; both<br><br>我们都是学生。<br>Wǒmen dōu shì xuésheng.<br>We are all students.,type::adverb lesson::lesson6 frequency::high topic::grammar hsk::1
"工作<br><span style=""font-size:0.55em;color:#666"">gōngzuò</span>",job; work<br><br>我爸爸做什么工作？<br>Wǒ bàba zuò shénme gōngzuò?<br>What job does my dad do?,type::noun type::verb lesson::lesson7 frequency::high topic::jobs hsk::1
"医生<br><span style=""font-size:0.55em;color:#666"">yīshēng</span>",doctor<br><br>我爸爸是医生。<br>Wǒ bàba shì yīshēng.<br>My dad is a doctor.,type::noun lesson::lesson7 frequency::high topic::jobs hsk::1
"医院<br><span style=""font-size:0.55em;color:#666"">yīyuàn</span>",hospital<br><br>我爸爸在医院工作。<br>Wǒ bàba zài yīyuàn gōngzuò.<br>My dad works at a hospital.,type::noun lesson::lesson7 frequency::high topic::places hsk::1
"当<br><span style=""font-size:0.55em;color:#666"">dāng</span>",serve/work as<br><br>我妹妹想当律师。<br>Wǒ mèimei xiǎng dāng lǜshī.<br>My younger sister wants to be a lawyer.,type::verb lesson::lesson7 frequency::high topic::jobs hsk::2
"律师<br><span style=""font-size:0.55em;color:#666"">lǜshī</span>",lawyer<br><br>我妹妹想当律师。<br>Wǒ mèimei xiǎng dāng lǜshī.<br>My younger sister wants to be a lawyer.,type::noun lesson::lesson7 frequency::high topic::jobs hsk::2
"以后<br><span style=""font-size:0.55em;color:#666"">yǐhòu</span>",afterwards<br><br>你以后想做什么工作？<br>Nǐ yǐhòu xiǎng zuò shénme gōngzuò?<br>What job do you want in the future?,type::noun lesson::lesson7 frequency::high topic::time hsk::1
"银行<br><span style=""font-size:0.55em;color:#666"">yínháng</span>",bank<br><br>我爸爸在银行工作。<br>Wǒ bàba zài yínháng gōngzuò.<br>My dad works at a bank.,"type::noun lesson::lesson7 frequency::high topic::places,jobs hsk::2"
"经理<br><span style=""font-size:0.55em;color:#666"">jīnglǐ</span>",manager<br><br>他是公司的经理。<br>Tā shì gōngsī de jīnglǐ.<br>He is the company's manager.,type::noun lesson::lesson7 frequency::high topic::jobs hsk::2
"公司<br><span style=""font-size:0.55em;color:#666"">gōngsī</span>",company<br><br>我在一家公司工作。<br>Wǒ zài yī jiā gōngsī gōngzuò.<br>I work at a company.,"type::noun lesson::lesson7 frequency::high topic::jobs,places hsk::2"
"会计<br><span style=""font-size:0.55em;color:#666"">kuàijì</span>",accountant<br><br>我姐姐是会计。<br>Wǒ jiějie shì kuàijì.<br>My older sister is an accountant.,type::noun lesson::lesson7 frequency::medium topic::jobs hsk::3
"警察<br><span style=""font-size:0.55em;color:#666"">jǐngchá</span>",police<br><br>他是一名警察。<br>Tā shì yī míng jǐngchá.<br>He is a police officer.,type::noun lesson::lesson7 frequency::high topic::jobs hsk::2
"派出所<br><span style=""font-size:0.55em;color:#666"">pàichūsuǒ</span>",police substation<br><br>派出所就在学校附近。<br>Pàichūsuǒ jiù zài xuéxiào fùjìn.<br>The police substation is right near the school.,type::noun lesson::lesson7 frequency::low topic::places
"收银员<br><span style=""font-size:0.55em;color:#666"">shōuyínyuán</span>",cashier<br><br>收银员在收钱。<br>Shōuyínyuán zài shōu qián.<br>The cashier is taking payment.,type::noun lesson::lesson7 frequency::medium topic::jobs
"超市<br><span style=""font-size:0.55em;color:#666"">chāoshì</span>",supermarket<br><br>我去超市买水果。<br>Wǒ qù chāoshì mǎi shuǐguǒ.<br>I'm going to the supermarket to buy fruit.,type::noun lesson::lesson7 frequency::high topic::places hsk::2
"厨师<br><span style=""font-size:0.55em;color:#666"">chúshī</span>",cook; chef<br><br>他想当厨师。<br>Tā xiǎng dāng chúshī.<br>He wants to be a chef.,type::noun lesson::lesson7 frequency::high topic::jobs hsk::2
"饭馆<br><span style=""font-size:0.55em;color:#666"">fànguǎn</span>",restaurant<br><br>这家饭馆的菜很好吃。<br>Zhè jiā fànguǎn de cài hěn hǎochī.<br>The food at this restaurant is delicious.,"type::noun lesson::lesson7 frequency::high topic::places,food hsk::2"
"美国<br><span style=""font-size:0.55em;color:#666"">Měiguó</span>",United States of America (USA)<br><br>我来自美国。<br>Wǒ láizì Měiguó.<br>I come from the USA.,type::noun lesson::lesson8 frequency::high topic::countries hsk::1
"美国人<br><span style=""font-size:0.55em;color:#666"">Měiguórén</span>","American<br><br>你是美国人吧？<br>Nǐ shì Měiguórén ba?<br>You're American, right?",type::noun lesson::lesson8 frequency::high topic::nationality hsk::1
"英国<br><span style=""font-size:0.55em;color:#666"">Yīngguó</span>",United Kingdom (UK)<br><br>我是英国人。<br>Wǒ shì Yīngguórén.<br>I am British.,type::noun lesson::lesson8 frequency::high topic::countries hsk::2
"英国人<br><span style=""font-size:0.55em;color:#666"">Yīngguórén</span>","the British<br><br>不是，我是英国人。<br>Bú shì, wǒ shì Yīngguórén.<br>No, I am British.",type::noun lesson::lesson8 frequency::high topic::nationality hsk::2
"英语<br><span style=""font-size:0.55em;color:#666"">Yīngyǔ</span>",English<br><br>你会说英语吗？<br>Nǐ huì shuō Yīngyǔ ma?<br>Can you speak English?,type::noun lesson::lesson8 frequency::high topic::language hsk::1
"日语<br><span style=""font-size:0.55em;color:#666"">Rìyǔ</span>",Japanese (language)<br><br>我还会说日语。<br>Wǒ hái huì shuō Rìyǔ.<br>I can also speak Japanese.,type::noun lesson::lesson8 frequency::high topic::language hsk::2
"来自<br><span style=""font-size:0.55em;color:#666"">láizì</span>",come from<br><br>你的朋友来自欧洲吗？<br>Nǐ de péngyou láizì Ōuzhōu ma?<br>Is your friend from Europe?,type::verb lesson::lesson8 frequency::high topic::origin hsk::2
"欧洲<br><span style=""font-size:0.55em;color:#666"">Ōuzhōu</span>",Europe<br><br>你的朋友来自欧洲吗？<br>Nǐ de péngyou láizì Ōuzhōu ma?<br>Is your friend from Europe?,type::noun lesson::lesson8 frequency::high topic::geography hsk::2
"德国<br><span style=""font-size:0.55em;color:#666"">Déguó</span>",Germany<br><br>他是德国人。<br>Tā shì Déguórén.<br>He is German.,type::noun lesson::lesson8 frequency::high topic::countries hsk::2
"德国人<br><span style=""font-size:0.55em;color:#666"">Déguórén</span>","German<br><br>对，他是德国人。<br>Duì, tā shì Déguórén.<br>Right, he is German.",type::noun lesson::lesson8 frequency::high topic::nationality hsk::2
"法语<br><span style=""font-size:0.55em;color:#666"">Fǎyǔ</span>",French (language)<br><br>你会说法语吗？<br>Nǐ huì shuō Fǎyǔ ma?<br>Can you speak French?,type::noun lesson::lesson8 frequency::high topic::language hsk::2
"一点儿<br><span style=""font-size:0.55em;color:#666"">yìdiǎnr</span>",a bit; a little<br><br>我会说一点儿法语。<br>Wǒ huì shuō yìdiǎnr Fǎyǔ.<br>I can speak a little French.,type::phrase lesson::lesson8 frequency::high topic::grammar hsk::1
"亚洲<br><span style=""font-size:0.55em;color:#666"">Yàzhōu</span>",Asia<br><br>中国在亚洲。<br>Zhōngguó zài Yàzhōu.<br>China is in Asia.,type::noun lesson::lesson8 frequency::high topic::geography hsk::2
